pid,text,type,time,reply,likenum
5141544,我破防了，黑化中,text,2023-06-08 00:36:47,0,1
5141545,想脱单想被人喜欢,text,2023-06-08 00:37:03,33,6
5141546,"5141388
我觉得挺搞笑的
这是从♀视角角度思考问题，对女生来说当然是明智的
但是对♂来说显然就不是了
只能说现在结婚越来越像做生意了",text,2023-06-08 00:37:03,16,5
5141547,刑总，最难背的是刑法的启蒙吧呜呜呜呜,text,2023-06-08 00:37:08,0,1
5141548,好饿，现在能吃啥,text,2023-06-08 00:37:18,0,1
5141549,真实球迷汇：出生，就是出生,text,2023-06-08 00:37:58,0,1
5141550,求问文创店有无售卖邮票呀,text,2023-06-08 00:38:28,1,1
5141551,求知产笔记,text,2023-06-08 00:38:33,0,1
5141552,有偿求知产笔记,text,2023-06-08 00:38:46,0,1
5141553,炒面现在还在排队吗,text,2023-06-08 00:38:51,1,1
5141554,"庾郎盘马地，却怕有春泥。
扎心了。",text,2023-06-08 00:38:53,5,4
5141555,有偿求商总笔记,text,2023-06-08 00:38:54,0,1
5141556,我决定只做两类事情 1.让我能变得更好过的更好的事情 2.让我快乐的事情,text,2023-06-08 00:39:33,3,3
5141557,开卷考试到底咋复习啊,text,2023-06-08 00:39:36,3,1
5141558,c已经摸鱼20min了 必须滚去学习了,text,2023-06-08 00:41:43,3,4
5141559,搓火写论文，今晚七点前产出4000字是否可行！需要您的鼓励！,text,2023-06-08 00:41:44,2,3
5141560,popi 期末季摆烂,text,2023-06-08 00:42:01,9,3
5141561,"5141388
男性“明智”的择偶手段和女性“明智”的择偶手段本身就冲突
所以dz提类似的观点必然会出现两极分化的评价",text,2023-06-08 00:42:21,2,3
5141562,"出书 基本全新无勾画 fy
《民事诉讼法》 张卫平著 法律出版社 第五版 5元
《竞争法》 江帆主编 法律出版社 2019年版 10元
《经济法学》 张守文著 北大出版社 第七版 10元",text,2023-06-08 00:42:25,1,1
5141563,"编译 lab
sysy->riscv，dz每个Lv的线上测试，那些本地有的case全是AC，但本地没有的case全是CTE/ONF，而且返回值显示parsing失败了😭😭😭就如图
感觉好奇怪，因为dz在往年case上也是大部分跑通的（应该只有寄存器分配有点边缘bug），不至于Lv1就全部都不过...",image,2023-06-08 00:42:35,2,2
5141564,"期末打卡：
—————————
1. 8.离开寝室
2. 2.之前睡觉
3. 去图书馆
4. 不主动和他说话",text,2023-06-08 00:42:41,1,2
5141565,求问洞友外校跨保本校研究生需要做那些方向的准备，比如本研？大学生竞赛？死卷GPA？,text,2023-06-08 00:42:46,0,2
5141566,想找一个可爱挂的女生一起自习度过艰难的期末季诶,text,2023-06-08 00:43:15,42,7
5141567,现在是，幻想时间！,image,2023-06-08 00:43:18,10,2
5141568,真的很想很想很想qny，忍不住了，一直在努力压制自己的喜欢，反复提醒自己他不值得，可一面又很想很想他😭😭😭😭😭😭😭😭😭,text,2023-06-08 00:43:31,16,1
5141568,真的很想很想很想qny，忍不住了，一直在努力压制自己的喜欢，反复提醒自己他不值得，可一面又很想很想他😭😭😭😭😭😭😭😭😭,text,2023-06-08 00:43:31,16,1
5141569,"朋友们高考加油！

给你们讲讲我高考的离谱事儿：
1. 我考数学前人生第一次喝红牛，结果在考场上心跳巨快无法专心，全盘考砸。
2. 我历史答题卡写串了，最后五分钟才发现。
3. 我高考考了人生最差的一次。考完老师再也没理过我。
4. 我语文一共扣了不到十分，有一半都扣在古诗默写。
5. 高考完我ex来考场门口接我，撞上我爸妈了（那时候还没在一起）。
6. 因为考得太差我不敢查分。是我妈查完了打电话告诉的我，声音透露着焦虑。
7. 最后我还是压线进了想去的学校和专业。
8. 好不容易考上，但进了大学觉得跟想象的不一样，我大一就退学了。
9. 去的第二个学校我还是不喜欢，总觉得“这不是我该待的地儿”。
10. 高考完六年我到哈佛，看到各种高考考砸了的、保送失败的、被关系户挤掉名额的、小地方卷出来的天才。他们在泥沼中摸爬滚打出一片天空。 

你只管把题写完，剩下的交给命运来安排。",text,2023-06-08 00:43:43,8,9
5141570,当我决定提升自己的人格魅力学一门乐器的时候，发现撩动心弦的是贝斯😇xs这不又走回老路上了,text,2023-06-08 00:43:45,0,1
5141571,室友在宿舍读法语，总觉得他在发出吐痰的声音……,text,2023-06-08 00:43:53,1,2
5141572,正经问 为什么吃完辣条去小便可以闻到辣条的味道,text,2023-06-08 00:43:56,3,3
5141573,帽皇：我从小喝到大,image,2023-06-08 00:44:08,1,1
5141575,"什么时候我的室友才能学会关门啊
半夜出去一趟回来把门大敞着 自己爬床上去了
这tmd是干嘛？？",text,2023-06-08 00:44:57,3,4
5141576,"打开知乎，看见日本大学生就业率97%的话题
点进去一看，高赞全是日本福利爆杀中国，日本经济衰落只是小粉红一厢情愿云云……
然后后续就是吹日本经济马上就要起飞了，中国马上要失去二十年……
我懵逼了……",text,2023-06-08 00:46:05,11,10
5141577,收如愿音乐会门票，一张或两张都可,text,2023-06-08 00:46:07,1,2
5141578,求问大家，mly社心实验报告3k字算少吗,text,2023-06-08 00:47:33,0,1
5141579,其实偶尔想自杀是很正常的对吧,text,2023-06-08 00:47:36,11,7
5141580,popi  estp随便问，不一定说真话,text,2023-06-08 00:47:49,6,2
5141581,男朋友看着很严肃很冷淡 会有男的从来不手冲吗 我感觉我都想象不出来他做这种事,text,2023-06-08 00:48:50,10,9
5141582,也不能说这集没给帽子演出资源，但是这里关键地方拉了大胯啊，都成ppt了😅,image,2023-06-08 00:49:19,2,2
5141583,"60r收今年地概周五班 板书+补充
最好是小组自己整理的！
vx 18811087330",text,2023-06-08 00:49:27,0,1
5141584,神出鬼没 这个电影典型的好莱坞八股文,text,2023-06-08 00:49:55,1,2
5141585,首阳期间生理期，八天了还没结束。。正常吗,text,2023-06-08 00:50:26,2,2
5141586,"武汉三镇足球俱乐部：刘殿座、韦世豪、邓涵文、谢鹏飞、高准翼；
山东泰山足球俱乐部：王大雷、孙国文、刘洋、陈蒲；
浙江职业足球俱乐部：张佳祺；
上海海港足球俱乐部：武磊、颜骏凌、张琳芃、蒋光太、王燊超、徐新、魏震；
成都蓉城足球俱乐部：艾克森；
河南足球俱乐部：王上源；
北京国安足球俱乐部：王子铭、李磊；
天津津门虎足球俱乐部：王秋明、明天；
大连人职业足球俱乐部：林良铭。",text,2023-06-08 00:50:37,0,0
5141587,有没有洞友可以出租【有北大袖边的粉领L码本科学士学位服】，拍毕业照用一天，没确定日期先蹲一下,text,2023-06-08 00:50:41,3,1
5141588,昨天和男朋友很严肃的吵架到快分手 今天亲亲格外的舒适 嘴唇好软 突然懂了为什么会有那种吵完do就和好的,text,2023-06-08 00:52:23,3,4
5141589,不完美，但又总是没法接受自己犯错该怎么办，如何开导自己,text,2023-06-08 00:52:31,0,1
5141590,请问地概纸质作业的答案在教学网哪个位置啊，dx没有找到,text,2023-06-08 00:52:42,0,1
5141591,"5139468
鼠鼠耐着性子看完了这个🕳
这个dz说的一句话凝聚了他的一切思想：
让精英人士有更加合理的资源分配然后带动大家一起喝汤，而不是在现有制度下大家一起吃糠",text,2023-06-08 00:53:01,14,4
5141592,蹲一个周五复习搭子，我复习一半了，想和人一起讨论一下思考题,text,2023-06-08 00:53:04,3,2
5141593,有朋友因为要去招生选择7月8日军训吗,text,2023-06-08 00:53:08,10,3
5141594,"好像要柏拉图式恋爱
真的是精神支撑那种…",text,2023-06-08 00:53:57,9,4
5141595,很想谈个恋爱呢，谈不到就找个自习搭子吧，坐标医学部,text,2023-06-08 00:54:10,3,1
5141596,popi 随便聊,text,2023-06-08 00:54:27,32,3
5141597,"popi
正在和男朋友抱在一起躺在床上",text,2023-06-08 00:55:10,10,7
5141598,test,text,2023-06-08 00:55:27,1,2
5141599,popi 在看推子,text,2023-06-08 00:56:12,12,4
5141600,问个问题，如果高校老师或者政府官员有多个情人，但是保持单身不结婚，并且和学生或者上下属都清清白白，会被查私德问题吗,text,2023-06-08 00:56:18,6,5
5141601,"今天让快递员给祖宗八辈都骂了一遍🙃
因为他踩点来取件，我没接到电话，他粗暴的吼我改时间，我让他好好说话，当然最后我还是改了。
结果一见面就更大声的呵斥，接着演变成了爸妈爷奶的骂，我忍不住也回敬了，在学院门口人来人往真是丢死人了🙃后面我报警等警察来的时候更是指着我鼻子骂出花甚至要动手。
👮叔叔挺好的，但是说我骂人了也得道歉，快递员听了更是让我先道歉他才取件，我没接受。
反正最后就是他骂骂咧咧的走了，说以后我的快递他都不管（好大的权利，吓死）找了别的同事来取件，我在平台投诉罢了。
唉，还是得少生气。
（菜鸟裹裹—丹鸟快递）",text,2023-06-08 00:56:35,10,3
5141602,明天死社要上课吗,text,2023-06-08 00:56:41,0,1
5141603,还是想你，想你来抱抱我,text,2023-06-08 00:56:50,0,0
5141604,晚安！但不跟你单独说,text,2023-06-08 00:57:07,0,1
5141605,决定了，下次和crush聊天就由我来找话题吧,text,2023-06-08 00:57:11,0,1
5141606,"金融学概论 金概 lm
还有其它往年题吗？",text,2023-06-08 00:57:16,0,1
5141607,"5085415
有没有收到笔记的同学啊呜呜呜
原洞主可能没有注意我",text,2023-06-08 00:57:32,4,2
5141608,"5141388
谈恋爱的两个人不就应该都是“给恋人花钱是一种享受”吗🤨如果真的要精打细算，这种感情还算感情吗🧐不明白",text,2023-06-08 00:57:34,10,3
5141609,代数几何1和基础代数几何有啥区别啊,text,2023-06-08 00:57:47,0,1
5141610,有无思修笔记求求了！,text,2023-06-08 00:58:12,3,2
5141611,笑死，某研会候选人居然都不是院系代表,text,2023-06-08 00:58:47,4,3
5141612,xs，整天都想tla，真正有机会的时候又总开始担心一些现实问题和自己其实压根没有本事留住对方的关注和好奇，然后开始疯狂回避,text,2023-06-08 00:59:23,11,6
5141613,随缘求问一下英政经 英国政治经济与外交 在哪个教室上课 毕业年级最后一次想去感受一下,text,2023-06-08 00:59:29,0,1
5141614,,image,2023-06-08 01:00:00,0,1
5141615,医学部为什么没有凉水,text,2023-06-08 01:00:30,0,1
5141616,"孙老师的文字音韵训诂是这周交表格还是和论文一起交哇
引流 中文  强基 军训",text,2023-06-08 01:01:19,0,1
5141617,有小冰9+的帅哥嘛,text,2023-06-08 01:01:51,15,8
5141618,"5141388
发现个有意思的问题，这个洞里一些女生会站在男性的角度考虑问题，但是没看到男生和女性共情。
说我是激女我也认了，但是我还是想说，女人如果能摒弃那不必要的软绵绵的同情心，日子会好过很多。",text,2023-06-08 01:02:02,36,4
5141618,"5141388
发现个有意思的问题，这个洞里一些女生会站在男性的角度考虑问题，但是没看到男生和女性共情。
说我是激女我也认了，但是我还是想说，女人如果能摒弃那不必要的软绵绵的同情心，日子会好过很多。",text,2023-06-08 01:02:02,36,4
5141619,别人六年就本硕读完 我要花八年 好烦啊！,text,2023-06-08 01:02:40,0,1
5141619,别人六年就本硕读完 我要花八年 好烦啊！,text,2023-06-08 01:02:40,0,1
5141620,伞兵室友大半夜非要用mac聊微信，吵死人了,text,2023-06-08 01:02:52,11,3
5141620,伞兵室友大半夜非要用mac聊微信，吵死人了,text,2023-06-08 01:02:52,11,3
5141621,popipopi！可以来点刺激的🤪,text,2023-06-08 01:03:00,10,3
5141621,popipopi！可以来点刺激的🤪,text,2023-06-08 01:03:00,10,3
5141622,饿了,text,2023-06-08 01:03:08,0,1
5141622,饿了,text,2023-06-08 01:03:08,0,1
5141623,"很羡慕有的人看起来完全人生赢家
朋友圈好多
这些人到底有啥烦恼 有没有人生赢家给我现身说法一下",text,2023-06-08 01:03:09,19,4
5141623,"很羡慕有的人看起来完全人生赢家
朋友圈好多
这些人到底有啥烦恼 有没有人生赢家给我现身说法一下",text,2023-06-08 01:03:09,19,4
5141624,骂的就是你🤣出生,text,2023-06-08 01:03:18,3,3
5141624,骂的就是你🤣出生,text,2023-06-08 01:03:18,3,3
5141625,洞友攻击性好强。。。。。离谱。。。。。。,text,2023-06-08 01:03:38,10,7
5141625,洞友攻击性好强。。。。。离谱。。。。。。,text,2023-06-08 01:03:38,10,7
5141626,你说的对，但是《闪耀！优俊少女》是由Cygames自主研发的一款全新二次元养成游戏。游戏发生在一个被称作「特雷森」的学校，在这里，被三女神选中的人将被授予「继承因子」，导引基因之力。你将扮演一位名为「训练员」的神秘角色，在自由培育中邂逅性格各异、技能独特的专任马娘，和她们一起度过最初三年，找回失散的奖杯——同时，逐步发掘「闪耀系列赛」的真相。,text,2023-06-08 01:04:22,0,1
5141626,你说的对，但是《闪耀！优俊少女》是由Cygames自主研发的一款全新二次元养成游戏。游戏发生在一个被称作「特雷森」的学校，在这里，被三女神选中的人将被授予「继承因子」，导引基因之力。你将扮演一位名为「训练员」的神秘角色，在自由培育中邂逅性格各异、技能独特的专任马娘，和她们一起度过最初三年，找回失散的奖杯——同时，逐步发掘「闪耀系列赛」的真相。,text,2023-06-08 01:04:22,0,1
5141627,Polo聊点刺激的,text,2023-06-08 01:04:56,28,8
5141627,Polo聊点刺激的,text,2023-06-08 01:04:56,28,8
5141628,"21军训什么安排啊
急 还想旅游去",text,2023-06-08 01:05:00,2,3
5141628,"21军训什么安排啊
急 还想旅游去",text,2023-06-08 01:05:00,2,3
5141629,杰哥现在人多吗,text,2023-06-08 01:05:10,0,1
5141629,杰哥现在人多吗,text,2023-06-08 01:05:10,0,1
5141630,"#铁协
尝试诱捕一些没睡的铁协大佬解答个问题
有没有啥办法查到一年前的某天某列高铁担当的车次啊
交路查询似乎只能查几天前的",text,2023-06-08 01:05:42,0,1
5141630,"#铁协
尝试诱捕一些没睡的铁协大佬解答个问题
有没有啥办法查到一年前的某天某列高铁担当的车次啊
交路查询似乎只能查几天前的",text,2023-06-08 01:05:42,0,1
5141631,"小冰7.5身高181体重66的男生脱单的话在外貌上什么水平啊
暂且抛开性格，纯外形是占优还是劣势呢",text,2023-06-08 01:05:44,11,5
5141631,"小冰7.5身高181体重66的男生脱单的话在外貌上什么水平啊
暂且抛开性格，纯外形是占优还是劣势呢",text,2023-06-08 01:05:44,11,5
5141632,"我以前也觉得活在这世上没什么意思（好几周前），不知道每天活着是了为什么。但是后来开始去看心理医生，现在这两三周心情很好，每天都活的很有意思，再也不会去觉得活着没有意思了。

第一、我开始微信上和我爸妈倾诉了（我以前和爸妈不说话，冷战中的），并且痛哭了很久，完全地发泄了。
第二、从朋友那里得到了归属感（或者说有朋友团体了，不觉得自己孤独了？）
第三、和心理医生交流还是有点作用的。理解了不需要去问为什么，而是要多去用自己的感官去感受，尽量放大自己的五官（和感受）
 
暂时想不到那么多了，后续",text,2023-06-08 01:06:33,2,4
5141632,"我以前也觉得活在这世上没什么意思（好几周前），不知道每天活着是了为什么。但是后来开始去看心理医生，现在这两三周心情很好，每天都活的很有意思，再也不会去觉得活着没有意思了。

第一、我开始微信上和我爸妈倾诉了（我以前和爸妈不说话，冷战中的），并且痛哭了很久，完全地发泄了。
第二、从朋友那里得到了归属感（或者说有朋友团体了，不觉得自己孤独了？）
第三、和心理医生交流还是有点作用的。理解了不需要去问为什么，而是要多去用自己的感官去感受，尽量放大自己的五官（和感受）
 
暂时想不到那么多了，后续",text,2023-06-08 01:06:33,2,4
5141633,"5141275
还记得后面她和我说她为第二天的毕业晚会准备了两件裙子，问我哪一件好看，我回她说黑色那件好看。于是在8号晚上各班的晚会结束后，她穿着那件黑色裙子来找我，那晚她真的好好看。",text,2023-06-08 01:06:36,9,5
5141633,"5141275
还记得后面她和我说她为第二天的毕业晚会准备了两件裙子，问我哪一件好看，我回她说黑色那件好看。于是在8号晚上各班的晚会结束后，她穿着那件黑色裙子来找我，那晚她真的好好看。",text,2023-06-08 01:06:36,9,5
5141634,给子，没睡，准备睡了，聊聊天,text,2023-06-08 01:07:30,15,5
5141634,给子，没睡，准备睡了，聊聊天,text,2023-06-08 01:07:30,15,5
5141635,艺园的紫米煎饼现在在燕南吗,text,2023-06-08 01:07:52,0,1
5141635,艺园的紫米煎饼现在在燕南吗,text,2023-06-08 01:07:52,0,1
5141636,好饿，想出去吃mcd了😭😭😭😭,text,2023-06-08 01:09:18,2,2
5141636,好饿，想出去吃mcd了😭😭😭😭,text,2023-06-08 01:09:18,2,2
5141637,"5141566
捞",text,2023-06-08 01:09:21,31,3
5141637,"5141566
捞",text,2023-06-08 01:09:21,31,3
5141638,"5141275
感觉原dz一样，和高中时候的那个人还是有没说尽的话，甚至可能ta也不知道我喜欢ta
（不过ta应该确实不喜欢我，或者对恋爱无感，要不然应该早告白了）",text,2023-06-08 01:09:56,4,5
5141638,"5141275
感觉原dz一样，和高中时候的那个人还是有没说尽的话，甚至可能ta也不知道我喜欢ta
（不过ta应该确实不喜欢我，或者对恋爱无感，要不然应该早告白了）",text,2023-06-08 01:09:56,4,5
5141639,高考作弊被撵出来了 幸好穿了情趣内衣 在考场外面站了一小时街 赚得盆满钵满 比上大学有意义多了,text,2023-06-08 01:10:13,1,4
5141639,高考作弊被撵出来了 幸好穿了情趣内衣 在考场外面站了一小时街 赚得盆满钵满 比上大学有意义多了,text,2023-06-08 01:10:13,1,4
5141640,忍不了了,text,2023-06-08 01:11:09,7,3
5141640,忍不了了,text,2023-06-08 01:11:09,7,3
5141640,忍不了了,text,2023-06-08 01:11:09,7,3
5141640,忍不了了,text,2023-06-08 01:11:09,7,3
5141641,如何忘掉qny😭😭😭😭,text,2023-06-08 01:11:37,22,8
5141641,如何忘掉qny😭😭😭😭,text,2023-06-08 01:11:37,22,8
5141642,博士毕业第一作者发7篇论文，6篇1区top，一篇nature子刊，凝聚态物理专业，以后好就业吗。家里没什么钱帮不了我。,text,2023-06-08 01:12:21,9,6
5141642,博士毕业第一作者发7篇论文，6篇1区top，一篇nature子刊，凝聚态物理专业，以后好就业吗。家里没什么钱帮不了我。,text,2023-06-08 01:12:21,9,6
5141643,工院 怎么办 真的复习不完了 好焦虑好焦虑,text,2023-06-08 01:12:33,4,2
5141644,好简单的小问题,image,2023-06-08 01:13:06,4,4
5141645,"5133695
今天给他分享了好吃的
他跟我讨论了一下最近很受关注的羟基政策，貌似是不包含经济类的吧。然后我就问他，你除了这个有其他感兴趣的专业吗，还是打算考研/出国了？然后他回了一句：“转到你们xx也不是不可以”（xx是我的专业）🥺",text,2023-06-08 01:13:43,1,3
5141646,5141599捞,text,2023-06-08 01:14:41,1,1
5141647,每次青天会例观都有好多帅哥来参加,text,2023-06-08 01:14:55,3,1
5141648,矿概竟然没查重吗,text,2023-06-08 01:14:59,0,1
5141649,siri式聊天，对方不主动找我，我可以一直不理ta，一旦对方抛出话题，就可以叽里呱啦讲很久,text,2023-06-08 01:15:18,4,2
5141650,明天开始就不喜欢你啦,text,2023-06-08 01:16:12,26,3
5141652,喜欢一个人，然后默默付出，然后对方看不到我的默默付出无意间让我受委屈，于是我就莫名其妙生闷气,text,2023-06-08 01:16:29,5,2
5141653,去年高考，数学考完心里很崩溃，喜欢的男生状态还挺好。我心想他常年第一，高考肯定也很稳，就开玩笑说，我大概去不了北大了，你帮我看看吧。他笑了笑没说话。结果我来了这里，他发挥失常，去了复旦。后来就没怎么联系了。,text,2023-06-08 01:16:58,2,4
5141654,发现soul上的男生都喜欢用 嗯呐，男朋友也喜欢用…,text,2023-06-08 01:17:01,1,1
5141655,md军训真的在延庆吗，搜了一下那里的条件我觉得我会客死他乡,text,2023-06-08 01:17:06,1,2
5141656,"为啥军训基地都很烂呢 是故意折磨学生吗（真诚求问）
又不是没钱修好的，，，也不是没钱去好的，，，",text,2023-06-08 01:17:13,7,5
5141657,"【访谈招募】
要求：生命科学学院20级或19级本科生，计划毕业就业或有申请保研经历者优先
人数：3人
访谈主要内容：保研及就业
时间：6月17号或18号，大概持续30-35min（具体时间与被访谈者协商后决定）
地点：校内（具体地点与被访谈者协商后决定）
酬劳：30r（可议，请吃饭或奶茶皆可）
声明：该访谈用于论文案例收集，将严格保证信息脱敏化，不会泄露被访谈者隐私，且访谈者有论文最终内容的知情权
洞内留号，欢迎有意者联系。以及非常希望有生科的前辈愿意接受访谈，感激不尽！（救救孩子吧🥺！）
tag:访谈  生科  毕业  就业 申请保研  论文写作  案例收集
借tag:被试",text,2023-06-08 01:17:21,4,3
5141658,"#5141388
统计一下对恋爱aa的看法。dz男生，之前遇到的女生无论npy还是fwb都是欣然aa的。我承认比如在风险上男女的不对等，所以可以男生适当多支出一些。",text,2023-06-08 01:17:32,22,9
5141659,好难过感觉被crush婉拒了，明明一直都相处不错期末季emo了,text,2023-06-08 01:18:17,2,1
5141660,想找一个nvpy,text,2023-06-08 01:18:31,3,2
5141661,"被fy专业课创死了
刑总背背背背背不完
背背背背背不完
文献综述还没写还没写还没写
债法中法史啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
法理啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
我为什么要来这里",text,2023-06-08 01:19:04,3,3
5141662,大四选ics会事太多影响申请吗？不是信科的，但有双学位可以报,text,2023-06-08 01:19:20,0,2
5141663,死社结课了吗,text,2023-06-08 01:19:40,0,1
5141664,发现两个人的场不一样，一个敏感一个钝化，一个精致利己，一个不精致但也自私。渴求对方照顾自己的想法但又,text,2023-06-08 01:20:08,1,1
5141665,popi一下，马上就睡！,text,2023-06-08 01:20:24,25,3
5141666,事情一多就焦虑，一焦虑就睡不着觉。。。。这个点了还没睡着，这么搞下去还没找到工作就得秃。。。。。,text,2023-06-08 01:20:37,0,1
5141667,校内夏令营导师推荐信重要吗，要是不那么重要我就写的水一点了qwq,text,2023-06-08 01:20:40,5,3
5141668,好不容易鼓起勇气约他吃饭 结果他说和兄弟有约了哎,text,2023-06-08 01:20:41,10,4
5141669,我考进来的普博，感觉北大本科的同学真的好优秀。,text,2023-06-08 01:21:12,10,6
5141670,他好像没那么喜欢我了,text,2023-06-08 01:21:54,6,4
5141671,好无聊又不想睡，有没有什么故事🕳️,text,2023-06-08 01:23:54,10,5
5141672,玩原神可以缓解大部分焦虑,text,2023-06-08 01:24:18,0,1
5141673,"Tomorrow is another day.
睡了睡了😭希望明天效率高一点（高数b复习咆哮中）",text,2023-06-08 01:24:19,0,1
5141674,"想问一下一般劳务费会多久结呀？
之前做了海报，前几天老师说会给劳务费但是没说具体什么时候下来
呜呜dz还蛮想赶紧批下来呢",text,2023-06-08 01:24:47,0,1
5141675,异地真折磨人，我也想谈一场学校里面的恋爱，唉，这见不到面也说不上话的。,text,2023-06-08 01:25:07,2,1
5141676,这学期当助教，大多都是我主动找同学互动，只有两个主动找我问问题的。感觉他们有好多东西都不太会，想多讲一些内容，奈何时间有限只能作罢。还是很希望看到之前有些课大家在群里讨论的情形的，如今即使临近考试群里也依旧冷清。,text,2023-06-08 01:25:29,0,1
5141677,啊，想抢阿根廷vs澳大利亚的票,text,2023-06-08 01:25:30,6,3
5141678,"#信科强基
​我想到了一个卡bug的方法：假如有人是非强基的，gpa在类似90%一个不太可能推免的位置，但本校有老师非常非常想要他读研究生，那按照可以转入强基的说法，他可以转入强基然后应转段尽转段，这样原本因为gpa走不通的路，就可以通过强基实现和推免一样的效果了。（在转入强基这一步理论上有面试，但我觉得不会因为这个硬卡人，毕竟自己学校的学生都确定有人要了求求情感觉都可行吧）
​
​我觉得如果这样的话那信科的gpa以后除了评奖学金没啥用了，大家就卷科研，入学就直接去给老板打工，专业课只要保证60就行了……
​（好像这确实是强基“推动科研”的本意，乐）",text,2023-06-08 01:25:32,6,5
5141679,买了一千多块钱的基金 亏了七十多,text,2023-06-08 01:26:51,6,2
5141681,这强基计划还以为会有什么大动作呢，笑死了又是一个空壳计划，只管招人是吧，后续培养跟普通招进来的别无二致，就卡一个专业选择就是强基了是吧，还真是聚天下之人才，放养，最后筛之，强基则只是换了个专门化的筛网罢了，美其名曰:人才培养😅😅😅，好好好，国内基础学科什么时候能大范围站起来，让我们拭目以待😅😅😅,text,2023-06-08 01:27:11,0,1
5141682,有没有男生愿意深夜来聊聊天的。我是一个有对象的男生，希望你不要介意呀😊,text,2023-06-08 01:27:31,7,2
5141683,"【访谈招募】
要求：生命科学学院20级或19级本科生，计划毕业就业或有申请保研经历者优先
人数：3人
访谈主要内容：保研及就业
时间：6月17号或18号，大概持续30-35min（具体时间与被访谈者协商后决定）
地点：校内
（具体地点与被访谈者协商后决定）
酬劳：30-50r（视时间而定，可议，
                   或请吃饭或奶茶皆可）
声明：该访谈用于论文案例收集，将严格保证信息脱敏化，不会泄露被访谈者隐私，且访谈者有论文最终内容的知情权
洞内留号，欢迎有意者联系。以及非常希望有生科的前辈愿意接受访谈，感激不尽！（救救孩子吧🥺！）
tag:访谈  生科  毕业  就业 申请保研  论文写作  案例收集
借tag:被试",text,2023-06-08 01:27:44,3,1
5141684,好喜欢微胖的妹妹,text,2023-06-08 01:28:10,1,2
5141685,好喜欢微瘦的爷爷,text,2023-06-08 01:28:45,2,2
5141686,"如果ddl压头
如果焦虑太盛
那就去解决吧
解决完之后睡得更香",text,2023-06-08 01:29:46,0,1
5141687,男朋友23还谈过两段，多大概率是处呢🤔,text,2023-06-08 01:30:28,9,2
5141688,"#5141676
甚至树洞上完全没有相关讨论，大概因为是研究生课",text,2023-06-08 01:30:56,0,2
5141689,真希望我拥有遭遇在宿舍楼外此刻喧哗吵闹的不知道游客还是什么人时 直接打保卫部电话的勇气 而不是精神内耗地躺在床上,text,2023-06-08 01:31:15,2,1
5141690,翻墙软件最近用不了了？？？,text,2023-06-08 01:31:21,1,2
5141691,连杰伦都有遗憾，何况我呢,text,2023-06-08 01:31:47,0,1
5141691,连杰伦都有遗憾，何况我呢,text,2023-06-08 01:31:47,0,1
5141693,真的很压抑，不知道为啥打开短视频软件本来想散散心，结果刷几个就是社会新闻或者营销号，内容核心都是悲惨女性，本来好好的，越看越压抑，越看越心烦，我知道当女人苦，大可不必反复强调了,text,2023-06-08 01:31:58,3,2
5141693,真的很压抑，不知道为啥打开短视频软件本来想散散心，结果刷几个就是社会新闻或者营销号，内容核心都是悲惨女性，本来好好的，越看越压抑，越看越心烦，我知道当女人苦，大可不必反复强调了,text,2023-06-08 01:31:58,3,2
5141694,好想念被妈妈从背后抱住自己的感觉。而如今我只能抱紧被子。,text,2023-06-08 01:33:02,0,1
5141694,好想念被妈妈从背后抱住自己的感觉。而如今我只能抱紧被子。,text,2023-06-08 01:33:02,0,1
5141695,军队文职是骗局吗？为什么男朋友一直在想回山东军队文职,text,2023-06-08 01:33:37,2,2
5141695,军队文职是骗局吗？为什么男朋友一直在想回山东军队文职,text,2023-06-08 01:33:37,2,2
5141696,"大家身边优质的单身男生大概是啥样的
好奇555",text,2023-06-08 01:33:42,32,9
5141696,"大家身边优质的单身男生大概是啥样的
好奇555",text,2023-06-08 01:33:42,32,9
5141697,求问英语名著与电影作业ddl是什么时候呀,text,2023-06-08 01:34:12,0,1
5141697,求问英语名著与电影作业ddl是什么时候呀,text,2023-06-08 01:34:12,0,1
5141698,熬成习惯了，睡不着。也不是很想想你。,text,2023-06-08 01:34:21,0,1
5141698,熬成习惯了，睡不着。也不是很想想你。,text,2023-06-08 01:34:21,0,1
5141699,5141687,text,2023-06-08 01:35:00,0,0
5141699,5141687,text,2023-06-08 01:35:00,0,0
5141700,我对小组成员最大的疑问是，他们是怎么持续从文献中读出和文献讨论内容完全不沾边的东西的？,text,2023-06-08 01:35:14,0,1
5141700,我对小组成员最大的疑问是，他们是怎么持续从文献中读出和文献讨论内容完全不沾边的东西的？,text,2023-06-08 01:35:14,0,1
5141701,无所谓了,text,2023-06-08 01:35:20,6,2
5141701,无所谓了,text,2023-06-08 01:35:20,6,2
5141702,大胆发言 光华的多数课很好混 能选的都可以去水绩点,text,2023-06-08 01:35:43,8,6
5141702,大胆发言 光华的多数课很好混 能选的都可以去水绩点,text,2023-06-08 01:35:43,8,6
5141703,有没有一种可能，就是我跟她聊天多但话题都是你，我去找她倾诉是因为我不敢跟你说我喜欢你,text,2023-06-08 01:35:47,0,1
